variete;parcelle;trait;arbre;uc.dep;EC1;EC2;EC3;EC4;EC5;EC6;EC7;EC8;EC9;ddeb;year;month;week;type;posit;diam;dsup;date.flo;fruits;pb;date.pb;
cogshall;cirad;T;14;48;1;0;0;1;0;;;;;05/08/2009;2009;8;32;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;0;1;0;;;;;07/08/2009;2009;8;32;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;0;2;;;;;;20/07/2008;2008;7;30;VF;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;0;3;;;;;;20/07/2008;2008;7;30;VF;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;0;3;1;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;0;4;;;;;;28/07/2008;2008;7;31;VF;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;0;5;;;;;;20/07/2008;2008;7;30;VF;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;0;5;0;;;;;25/12/2008;2008;12;52;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;0;5;0;1;;;;23/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;0;5;0;2;;;;23/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;0;5;0;3;;;;23/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;0;5;0;4;;;;23/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;0;5;0;5;;;;23/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;0;5;0;6;;;;23/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;0;5;1;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;0;5;1;1;;;;23/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;0;5;2;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;0;5;2;;;;;23/08/2009;2009;8;35;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;0;6;;;;;;28/07/2008;2008;7;31;VF;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;1;;;;;;;10/01/2008;2008;1;2;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;1;;;;;;;27/07/2008;2008;7;31;FV;A;7,6;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;1;1;;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;1;2;;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;1;2;;;;;;06/08/2009;2009;8;32;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;1;3;;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;2;;;;;;;10/01/2008;2008;1;2;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;2;;;;;;;25/07/2008;2008;7;30;F;A;7;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;;;;;;;10/01/2008;2008;1;2;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;0;;;;;;22/07/2008;2008;7;30;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;0;0;;;;;11/12/2008;2008;12;50;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;0;0;0;;;;08/01/2009;2009;1;2;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;0;0;0;;;;27/07/2009;2009;7;31;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;0;0;0;;;;07/08/2009;2009;8;32;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;0;0;0;;;;01/08/2009;2009;8;31;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;0;0;0;;;;01/08/2009;2009;8;31;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;0;0;1;;;;08/01/2009;2009;1;2;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;0;0;1;;;;26/07/2009;2009;7;31;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;0;1;;;;;11/12/2008;2008;12;50;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;0;1;0;;;;08/01/2009;2009;1;2;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;0;1;0;;;;25/07/2009;2009;7;30;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;0;1;0;;;;30/07/2009;2009;7;31;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;0;1;0;;;;27/07/2009;2009;7;31;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;0;1;0;;;;27/07/2009;2009;7;31;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;0;2;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;0;3;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;0;4;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;0;4;;;;;07/08/2009;2009;8;32;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;1;;;;;;28/07/2008;2008;7;31;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;1;0;;;;;11/12/2008;2008;12;50;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;1;0;0;;;;08/01/2009;2009;1;2;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;1;0;1;;;;08/01/2009;2009;1;2;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;1;0;1;;;;05/08/2009;2009;8;32;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;1;1;;;;;11/12/2008;2008;12;50;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;1;1;0;;;;08/01/2009;2009;1;2;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;1;1;0;;;;04/08/2009;2009;8;32;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;1;1;0;;;;04/08/2009;2009;8;32;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;2;;;;;;28/07/2008;2008;7;31;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;2;0;;;;;11/12/2008;2008;12;50;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;2;0;0;;;;08/01/2009;2009;1;2;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;2;0;0;;;;10/07/2009;2009;7;28;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;2;0;1;;;;08/01/2009;2009;1;2;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;2;0;1;;;;26/07/2009;2009;7;31;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;2;1;;;;;11/12/2008;2008;12;50;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;2;1;0;;;;08/01/2009;2009;1;2;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;48;1;0;3;2;1;0;;;;07/08/2009;2009;8;32;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;48;2;;;;;;;;;07/08/2007;2007;8;32;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;2;0;;;;;;;;01/11/2007;2007;11;44;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;48;2;0;0;;;;;;;10/01/2008;2008;1;2;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;48;2;0;0;;;;;;;22/07/2008;2008;7;30;F;A;5,7;NA;;NA;NA;;
cogshall;cirad;T;14;48;3;;;;;;;;;08/08/2007;2007;8;32;V;L;3;NA;;NA;NA;;
cogshall;cirad;T;14;48;4;;;;;;;;;08/08/2007;2007;8;32;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;48;4;0;;;;;;;;01/11/2007;2007;11;44;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;48;4;0;0;;;;;;;10/01/2008;2008;1;2;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;48;4;0;0;;;;;;;15/07/2008;2008;7;29;FV;A;;NA;;NA;NA;;
cogshall;cirad;T;14;48;5;;;;;;;;;08/08/2007;2007;8;32;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;49;;;;;;;;;;22/07/2007;2007;7;30;F;A;5;NA;;NA;S;04/05/2009;
cogshall;cirad;T;14;50;;;;;;;;;;23/07/2007;2007;7;30;FV;A;7,5;NA;;1;NA;;
cogshall;cirad;T;14;51;;;;;;;;;;10/07/2007;2007;7;28;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;51;;;;;;;;;;01/08/2008;2008;8;31;FV;L;7,6;NA;;NA;NA;;
cogshall;cirad;T;14;51;1;;;;;;;;;01/08/2008;2008;8;31;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;51;1;0;;;;;;;;25/12/2008;2008;12;52;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;51;1;0;;;;;;;;26/07/2009;2009;7;31;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;51;2;;;;;;;;;01/08/2008;2008;8;31;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;51;2;0;;;;;;;;25/12/2008;2008;12;52;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;52;;;;;;;;;;10/07/2007;2007;7;28;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;52;;;;;;;;;;16/07/2007;2007;7;29;F;L;;NA;;1;NA;;
cogshall;cirad;T;14;52;;;;;;;;;;10/08/2008;2008;8;33;FV;L;10;NA;;NA;NA;;
cogshall;cirad;T;14;52;;;;;;;;;;01/08/2008;2008;8;31;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;52;1;;;;;;;;;15/08/2008;2008;8;33;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;52;1;0;;;;;;;;22/01/2009;2009;1;4;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;52;1;0;;;;;;;;30/07/2009;2009;7;31;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;52;2;;;;;;;;;05/08/2008;2008;8;32;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;52;2;0;;;;;;;;25/12/2008;2008;12;52;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;52;2;0;;;;;;;;24/07/2009;2009;7;30;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;52;2;0;;;;;;;;01/08/2009;2009;8;31;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;52;2;0;;;;;;;;04/08/2009;2009;8;32;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;52;3;;;;;;;;;05/08/2008;2008;8;32;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;52;3;0;;;;;;;;25/12/2008;2008;12;52;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;52;3;0;;;;;;;;27/07/2009;2009;7;31;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;52;3;0;;;;;;;;05/08/2009;2009;8;32;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;52;3;0;;;;;;;;05/08/2009;2009;8;32;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;52;3;0;;;;;;;;28/07/2009;2009;7;31;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;52;3;0;;;;;;;;07/08/2009;2009;8;32;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;52;4;;;;;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;52;4;;;;;;;;;03/08/2009;2009;8;32;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;53;;;;;;;;;;03/07/2007;2007;7;27;FV;A;7,2;NA;;NA;NA;;
cogshall;cirad;T;14;53;;;;;;;;;;01/08/2008;2008;8;31;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;53;;;;;;;;;;01/08/2008;2008;8;31;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;53;;;;;;;;;;31/07/2008;2008;7;31;FV;L;;NA;;NA;NA;;
cogshall;cirad;T;14;53;1;;;;;;;;;31/07/2008;2008;7;31;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;54;;;;;;;;;;05/07/2007;2007;7;27;F;A;;NA;;2;S;11/05/2009;
cogshall;cirad;T;14;55;;;;;;;;;;10/07/2007;2007;7;28;F;A;7,5;NA;;NA;NA;;
cogshall;cirad;T;14;56;;;;;;;;;;22/07/2007;2007;7;30;FV;A;;NA;;1;NA;;
cogshall;cirad;T;14;56;1;;;;;;;;;14/01/2008;2008;1;3;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;56;1;1;;;;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;56;2;;;;;;;;;14/01/2008;2008;1;3;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;56;2;1;;;;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;56;3;;;;;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;;;;;;;;;;02/08/2007;2007;8;31;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;;;;;;;;;08/08/2007;2007;8;32;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;;;;;;;;11/11/2007;2007;11;46;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;;;;;;;31/01/2008;2008;1;5;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;;;;;;;30/06/2008;2008;6;27;F;A;9,5;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;;;;;;;03/07/2008;2008;7;27;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;;;;;;;03/07/2008;2008;7;27;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;;;;;;;03/07/2008;2008;7;27;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;1;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;1;0;;;;;22/01/2009;2009;1;4;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;1;0;;;;;18/07/2009;2009;7;29;F;A;;NA;;1;NA;;
cogshall;cirad;T;14;57;0;0;0;1;0;;;;;25/07/2009;2009;7;30;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;1;0;;;;;24/07/2009;2009;7;30;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;1;0;;;;;26/07/2009;2009;7;31;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;1;0;;;;;25/07/2009;2009;7;30;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;1;1;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;1;1;;;;;20/07/2009;2009;7;30;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;1;2;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;1;2;;;;;24/07/2009;2009;7;30;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;2;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;2;0;;;;;22/01/2009;2009;1;4;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;2;0;;;;;21/07/2009;2009;7;30;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;2;0;;;;;25/07/2009;2009;7;30;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;2;0;;;;;24/07/2009;2009;7;30;F;L;;NA;;1;NA;;
cogshall;cirad;T;14;57;0;0;0;2;0;;;;;22/07/2009;2009;7;30;F;L;;NA;;1;NA;;
cogshall;cirad;T;14;57;0;0;0;2;0;;;;;26/07/2009;2009;7;31;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;2;0;;;;;22/07/2009;2009;7;30;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;2;1;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;2;1;;;;;22/07/2009;2009;7;30;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;3;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;3;0;;;;;22/01/2009;2009;1;4;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;3;0;;;;;10/07/2009;2009;7;28;F;A;;NA;;1;NA;;
cogshall;cirad;T;14;57;0;0;0;3;0;;;;;12/07/2009;2009;7;29;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;3;0;;;;;14/07/2009;2009;7;29;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;3;0;;;;;12/07/2009;2009;7;29;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;3;0;;;;;13/07/2009;2009;7;29;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;3;1;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;3;1;;;;;09/07/2009;2009;7;28;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;3;2;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;3;2;;;;;07/07/2009;2009;7;28;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;3;3;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;3;3;;;;;11/07/2009;2009;7;28;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;4;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;4;0;;;;;22/01/2009;2009;1;4;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;4;0;;;;;12/07/2009;2009;7;29;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;5;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;5;0;;;;;22/01/2009;2009;1;4;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;5;0;;;;;20/07/2009;2009;7;30;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;5;0;;;;;26/07/2009;2009;7;31;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;5;0;;;;;27/07/2009;2009;7;31;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;5;0;;;;;26/07/2009;2009;7;31;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;5;1;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;5;1;;;;;12/07/2009;2009;7;29;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;5;2;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;5;2;;;;;18/07/2009;2009;7;29;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;5;3;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;0;5;3;;;;;20/07/2009;2009;7;30;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;1;;;;;;;31/01/2008;2008;1;5;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;1;;;;;;;02/07/2008;2008;7;27;F;A;6;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;1;1;;;;;;05/02/2009;2009;2;6;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;1;1;;;;;;26/07/2009;2009;7;31;F;A;;NA;;2;NA;;
cogshall;cirad;T;14;57;0;0;2;;;;;;;31/01/2008;2008;1;5;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;2;;;;;;;04/07/2008;2008;7;27;F;A;5,2;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;2;1;;;;;;29/01/2009;2009;1;5;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;2;1;;;;;;24/07/2009;2009;7;30;F;A;;NA;;1;NA;;
cogshall;cirad;T;14;57;0;0;3;;;;;;;31/01/2008;2008;1;5;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;3;;;;;;;30/06/2008;2008;6;27;F;A;7,2;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;3;1;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;3;1;0;;;;;22/01/2009;2009;1;4;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;0;0;3;1;0;;;;;14/07/2009;2009;7;29;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;;;;;;;;;08/08/2007;2007;8;32;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;;;;;;;;11/11/2007;2007;11;46;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;;;;;;;31/01/2008;2008;1;5;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;;;;;;;10/06/2008;2008;6;24;F;A;9,6;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;;;;;;;28/06/2008;2008;6;26;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;;;;;;;25/06/2008;2008;6;26;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;;;;;;;27/06/2008;2008;6;26;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;;;;;;;25/06/2008;2008;6;26;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;1;;;;;;15/09/2008;2008;9;38;VF;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;2;;;;;;22/09/2008;2008;9;39;VF;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;;;;;;;29/06/2008;2008;6;27;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;3;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;3;0;;;;;22/01/2009;2009;1;4;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;3;0;;;;;08/07/2009;2009;7;28;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;3;0;;;;;09/07/2009;2009;7;28;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;3;0;;;;;13/07/2009;2009;7;29;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;3;0;;;;;13/07/2009;2009;7;29;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;3;0;;;;;11/07/2009;2009;7;28;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;3;1;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;3;1;;;;;09/07/2009;2009;7;28;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;3;2;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;3;2;;;;;01/07/2009;2009;7;27;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;3;3;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;3;3;;;;;28/06/2009;2009;6;27;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;4;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;4;0;;;;;22/01/2009;2009;1;4;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;4;0;;;;;04/07/2009;2009;7;27;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;4;0;;;;;12/07/2009;2009;7;29;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;4;0;;;;;12/07/2009;2009;7;29;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;4;1;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;4;1;;;;;26/06/2009;2009;6;26;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;4;2;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;4;2;;;;;02/07/2009;2009;7;27;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;4;3;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;5;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;5;0;;;;;22/01/2009;2009;1;4;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;5;1;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;5;2;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;0;5;3;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;1;;;;;;;31/01/2008;2008;1;5;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;1;;;;;;;30/06/2008;2008;6;27;F;A;4,6;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;2;;;;;;;31/01/2008;2008;1;5;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;2;;;;;;;30/06/2008;2008;6;27;F;A;5,3;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;2;1;;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;2;1;;;;;;26/07/2009;2009;7;31;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;2;2;;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;57;1;0;2;3;;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
